Origin,Year,Enplanements
CMX,2002,"27,273"
CMX,2003,"26,554"
CMX,2004,"27,173"
CMX,2005,"27,651"
CMX,2006,"27,218"
CMX,2007,"26,785"
CMX,2008,"25,341"
CMX,2009,"24,788"
CMX,2010,"21,177"
CMX,2011,"23,024"
CMX,2012,"25,535"
CMX,2013,"25,291"
CMX,2014,"23,824"
CMX,2015,"25,702"
CMX,2016,"23,624"
BJI,1997,"14,713"
BJI,1998,"26,047"
BJI,1999,"29,412"
BJI,2000,"28,421"
BJI,2001,"27,094"
BJI,2002,"27,161"
BJI,2003,"27,642"
BJI,2004,"28,676"
BJI,2005,"29,695"
BJI,2006,"26,048"
BJI,2007,"22,293"
BJI,2008,"21,985"
BJI,2009,"21,934"
BJI,2010,"21,493"
BJI,2011,"23,850"
BJI,2012,"22,374"
BJI,2013,"22,778"
BJI,2014,"23,309"
BJI,2015,"24,763"
BJI,2016,"23,446"
ABR,1991,70
ABR,1992,113
ABR,1997,"14,226"
ABR,1998,"22,745"
ABR,1999,"24,205"
ABR,2000,"23,917"
ABR,2001,"22,643"
ABR,2002,"25,575"
ABR,2003,"25,976"
ABR,2004,"27,301"
ABR,2005,"28,609"
ABR,2006,"26,546"
ABR,2007,"26,387"
ABR,2008,"23,191"
ABR,2009,"21,086"
ABR,2010,"20,087"
ABR,2011,"24,501"
ABR,2012,"24,763"
ABR,2013,"25,549"
ABR,2014,"26,388"
ABR,2015,"27,583"
ABR,2016,"23,928"
COD,1993,"3,807"
COD,1994,"4,007"
COD,1995,"7,549"
COD,1996,"13,111"
COD,1997,"4,775"
COD,1998,"8,389"
COD,1999,"15,982"
COD,2000,"16,952"
COD,2001,"2,861"
COD,2002,"4,547"
COD,2003,"20,197"
COD,2004,"26,891"
COD,2005,"28,473"
COD,2006,"28,470"
COD,2007,"26,818"
COD,2008,"25,838"
COD,2009,"26,605"
COD,2010,"28,437"
COD,2011,"28,018"
COD,2012,"28,532"
COD,2013,"31,009"
COD,2014,"32,301"
COD,2015,"33,099"
COD,2016,"38,235"
JLN,1991,"13,621"
JLN,1992,"20,416"
JLN,1993,"21,663"
JLN,1994,"23,703"
JLN,1995,"22,815"
JLN,1996,"23,323"
JLN,1997,"21,823"
JLN,1998,"20,830"
JLN,1999,"18,553"
JLN,2000,"18,240"
JLN,2001,"19,099"
JLN,2002,"22,518"
JLN,2003,"14,746"
JLN,2004,"10,445"
JLN,2005,"10,043"
JLN,2006,"11,207"
JLN,2007,"15,371"
JLN,2008,"4,871"
JLN,2009,"3,773"
JLN,2010,"3,819"
JLN,2011,"27,350"
JLN,2012,"24,471"
JLN,2013,"23,136"
JLN,2014,"26,310"
JLN,2015,"28,111"
JLN,2016,"25,730"
PSG,1990,"14,584"
PSG,1991,"13,641"
PSG,1992,"17,003"
PSG,1993,"14,745"
PSG,1994,"15,585"
PSG,1995,"17,648"
PSG,1996,"17,113"
PSG,1997,"16,965"
PSG,1998,"15,696"
PSG,1999,"16,501"
PSG,2000,"17,643"
PSG,2001,"17,066"
PSG,2002,"16,838"
PSG,2003,"17,552"
PSG,2004,"17,984"
PSG,2005,"19,629"
PSG,2006,"18,939"
PSG,2007,"19,668"
PSG,2008,"19,170"
PSG,2009,"17,272"
PSG,2010,"17,784"
PSG,2011,"18,318"
PSG,2012,"18,145"
PSG,2013,"19,389"
PSG,2014,"19,065"
PSG,2015,"20,477"
PSG,2016,"19,823"
EFD,1990,"19,025"
EFD,1991,"5,545"
EFD,1992,0
EFD,1993,0
EFD,1994,0
EFD,1995,"43,696"
EFD,1996,"47,322"
EFD,1997,"50,503"
EFD,1998,"48,298"
EFD,1999,"45,889"
EFD,2000,"38,764"
EFD,2001,"30,798"
EFD,2002,"42,392"
EFD,2003,"46,227"
EFD,2004,"30,384"
EFD,2005,"3,075"
EFD,2006,"1,628"
EFD,2007,"1,596"
EFD,2008,"1,557"
EFD,2009,717
EFD,2010,871
EFD,2011,986
EFD,2012,811
EFD,2013,842
EFD,2014,877
EFD,2015,470
EFD,2016,"1,250"
GRI,1991,283
GRI,1992,768
GRI,1993,817
GRI,1994,974
GRI,1995,949
GRI,1996,940
GRI,1997,"1,124"
GRI,1998,592
GRI,1999,"1,171"
GRI,2000,"1,167"
GRI,2001,504
GRI,2002,"1,641"
GRI,2003,"5,892"
GRI,2004,"6,778"
GRI,2005,"7,635"
GRI,2006,"8,497"
GRI,2007,"9,150"
GRI,2008,"7,919"
GRI,2009,"20,136"
GRI,2010,"37,100"
GRI,2011,"47,025"
GRI,2012,"56,122"
GRI,2013,"57,064"
GRI,2014,"61,355"
GRI,2015,"64,600"
GRI,2016,"62,476"
PAH,1991,"8,082"
PAH,1992,"9,304"
PAH,1993,"10,347"
PAH,1994,"10,722"
PAH,1995,"10,086"
PAH,1996,"11,133"
PAH,1997,"10,115"
PAH,1998,"11,919"
PAH,1999,"13,336"
PAH,2000,"11,938"
PAH,2001,"7,341"
PAH,2002,"7,879"
PAH,2003,"32,579"
PAH,2004,"32,574"
PAH,2005,"33,868"
PAH,2006,"26,697"
PAH,2007,"24,245"
PAH,2008,"21,532"
PAH,2009,"18,517"
PAH,2010,"19,759"
PAH,2011,"17,961"
PAH,2012,"20,729"
PAH,2013,"20,402"
PAH,2014,"20,854"
PAH,2015,"21,027"
PAH,2016,"18,646"
CLM,1990,"18,747"
CLM,1991,"21,396"
CLM,1992,"23,549"
CLM,1993,"25,089"
CLM,1994,"27,654"
CLM,1995,"28,290"
CLM,1996,"25,956"
CLM,1997,"21,067"
CLM,1998,"23,123"
CLM,1999,"24,669"
CLM,2000,"22,198"
CLM,2001,"22,497"
CLM,2002,"23,326"
CLM,2003,"23,156"
CLM,2004,"10,898"
CLM,2005,"18,871"
CLM,2006,"15,864"
CLM,2007,"14,166"
CLM,2008,"12,029"
CLM,2009,"12,775"
CLM,2010,"10,171"
CLM,2011,"7,864"
CLM,2012,"5,655"
CLM,2013,"3,008"
CLM,2014,"3,815"
CLM,2015,5
CLM,2016,11
MEI,1993,"8,475"
MEI,1994,"16,859"
MEI,1995,"14,987"
MEI,1996,"17,978"
MEI,1997,"18,724"
MEI,1998,"19,818"
MEI,1999,"22,098"
MEI,2000,"21,067"
MEI,2001,"19,642"
MEI,2002,"20,935"
MEI,2003,"22,005"
MEI,2004,"27,431"
MEI,2005,"26,569"
MEI,2006,"21,470"
MEI,2007,"15,408"
MEI,2008,"19,586"
MEI,2009,"18,524"
MEI,2010,"16,957"
MEI,2011,"17,942"
MEI,2012,"14,432"
MEI,2013,"6,188"
MEI,2014,"6,624"
MEI,2015,"24,685"
MEI,2016,"24,190"
LCK,1990,0
LCK,1992,0
LCK,1993,0
LCK,1994,0
LCK,1995,0
LCK,1996,0
LCK,1997,0
LCK,1998,0
LCK,1999,0
LCK,2000,234
LCK,2001,114
LCK,2002,340
LCK,2003,"25,806"
LCK,2004,"84,727"
LCK,2005,"34,880"
LCK,2006,"2,338"
LCK,2007,"3,497"
LCK,2008,"9,690"
LCK,2009,"5,756"
LCK,2010,"4,188"
LCK,2011,"7,291"
LCK,2012,"6,513"
LCK,2013,"17,755"
LCK,2014,"49,339"
LCK,2015,"83,374"
LCK,2016,"95,065"
ROW,1990,0
ROW,1991,159
ROW,1992,120
ROW,1994,105
ROW,1995,"11,693"
ROW,1996,"22,816"
ROW,1997,"12,146"
ROW,1999,0
ROW,2000,0
ROW,2002,"2,207"
ROW,2003,"7,677"
ROW,2004,"8,466"
ROW,2005,"9,461"
ROW,2006,"8,901"
ROW,2007,"14,650"
ROW,2008,"34,284"
ROW,2009,"37,773"
ROW,2010,"38,842"
ROW,2011,"37,262"
ROW,2012,"34,593"
ROW,2013,"32,543"
ROW,2014,"35,356"
ROW,2015,"35,411"
ROW,2016,"40,186"
ROP,1990,"30,741"
ROP,1991,"30,697"
ROP,1992,"16,349"
ROP,1993,85
ROP,2002,"5,347"
ROP,2003,"27,002"
ROP,2004,"41,314"
ROP,2005,"41,075"
ROP,2006,"42,033"
ROP,2007,"28,856"
ROP,2008,"27,776"
ROP,2009,"26,040"
ROP,2010,"21,964"
ROP,2011,"20,961"
ROP,2012,"13,206"
ROP,2013,"10,092"
ROP,2014,"10,821"
ROP,2015,"12,116"
ROP,2016,"17,509"
UTM,2006,"14,884"
UTM,2007,"45,463"
UTM,2008,"59,719"
UTM,2009,"64,238"
UTM,2010,"66,079"
UTM,2011,"41,639"
UTM,2012,"40,679"
UTM,2013,"38,161"
UTM,2014,"31,003"
UTM,2015,"9,532"
UTM,2016,"2,477"
CDV,1990,"17,962"
CDV,1991,"15,828"
CDV,1992,"12,656"
CDV,1993,"10,386"
CDV,1994,"10,379"
CDV,1995,"12,783"
CDV,1996,"12,311"
CDV,1997,"11,228"
CDV,1998,"11,006"
CDV,1999,"11,205"
CDV,2000,"11,342"
CDV,2001,"11,197"
CDV,2002,"19,785"
CDV,2003,"18,275"
CDV,2004,"19,446"
CDV,2005,"19,589"
CDV,2006,"17,442"
CDV,2007,"16,741"
CDV,2008,"16,616"
CDV,2009,"15,372"
CDV,2010,"17,856"
CDV,2011,"17,882"
CDV,2012,"16,061"
CDV,2013,"15,772"
CDV,2014,"14,479"
CDV,2015,"16,997"
CDV,2016,"17,549"
EAU,1991,238
EAU,1992,416
EAU,1993,589
EAU,1994,511
EAU,1995,606
EAU,1996,"1,044"
EAU,1997,"9,340"
EAU,1998,"20,235"
EAU,1999,"20,297"
EAU,2000,"21,223"
EAU,2001,"21,340"
EAU,2002,"20,657"
EAU,2003,"21,484"
EAU,2004,"25,842"
EAU,2005,"25,662"
EAU,2006,"22,795"
EAU,2007,"22,313"
EAU,2008,"18,387"
EAU,2009,"13,179"
EAU,2010,"18,024"
EAU,2011,"19,066"
EAU,2012,"22,387"
EAU,2013,"21,660"
EAU,2014,"20,408"
EAU,2015,"19,245"
EAU,2016,"19,549"
PSM,1992,0
PSM,1993,"25,452"
PSM,1994,"12,379"
PSM,1995,"8,573"
PSM,1996,808
PSM,1997,0
PSM,1998,53
PSM,1999,"2,342"
PSM,2000,"36,504"
PSM,2001,"32,589"
PSM,2002,"33,720"
PSM,2003,"26,886"
PSM,2004,"22,254"
PSM,2005,"7,105"
PSM,2006,"25,580"
PSM,2007,"58,000"
PSM,2008,"32,268"
PSM,2009,"8,238"
PSM,2010,"3,213"
PSM,2011,687
PSM,2012,927
PSM,2013,"2,850"
PSM,2014,"17,627"
PSM,2015,"22,527"
PSM,2016,"25,762"
GCC,1990,"4,836"
GCC,1991,57
GCC,1995,"7,621"
GCC,1996,"13,359"
GCC,1997,"5,932"
GCC,1998,"3,669"
GCC,1999,30
GCC,2001,0
GCC,2002,"3,221"
GCC,2003,"12,845"
GCC,2004,"13,518"
GCC,2005,"15,051"
GCC,2006,"21,870"
GCC,2007,"26,396"
GCC,2008,"28,184"
GCC,2009,"26,859"
GCC,2010,"29,218"
GCC,2011,"32,846"
GCC,2012,"32,714"
GCC,2013,"29,109"
GCC,2014,"27,173"
GCC,2015,"30,427"
GCC,2016,"25,711"
MCN,1990,0
MCN,1993,"15,427"
MCN,1994,"27,659"
MCN,1995,"27,284"
MCN,1996,"29,810"
MCN,1997,"26,476"
MCN,1998,"24,976"
MCN,1999,"30,272"
MCN,2000,"27,659"
MCN,2001,"25,845"
MCN,2002,"30,088"
MCN,2003,"29,347"
MCN,2004,"34,445"
MCN,2005,"16,949"
MCN,2006,"13,301"
MCN,2007,"11,452"
MCN,2008,"9,767"
MCN,2009,"1,461"
MCN,2010,"1,266"
MCN,2011,916
MCN,2012,818
MCN,2013,"1,884"
MCN,2014,"1,835"
MCN,2015,3
MCN,2016,798
LKE,2002,"3,961"
LKE,2003,"36,028"
LKE,2004,"32,808"
LKE,2005,"43,768"
LKE,2006,"35,493"
LKE,2007,"34,108"
LKE,2008,"28,317"
LKE,2009,"28,421"
LKE,2010,"25,428"
LKE,2011,"23,350"
LKE,2012,"13,076"
LKE,2013,"5,196"
LKE,2014,"30,018"
LKE,2015,"28,118"
LKE,2016,"20,304"
FMN,1990,"2,574"
FMN,1992,0
FMN,1994,50
FMN,1995,"38,948"
FMN,1996,"72,835"
FMN,1997,"33,799"
FMN,1998,154
FMN,1999,0
FMN,2000,0
FMN,2001,0
FMN,2002,"6,212"
FMN,2003,"20,696"
FMN,2004,"30,475"
FMN,2005,"29,004"
FMN,2006,"26,708"
FMN,2007,"26,567"
FMN,2008,"16,876"
FMN,2009,"10,841"
FMN,2010,"13,151"
FMN,2011,"16,319"
FMN,2012,"16,322"
FMN,2013,"14,217"
FMN,2014,"5,670"
FMN,2015,"3,057"
FMN,2016,"1,060"
IPT,1995,"6,557"
IPT,1996,"12,311"
IPT,1997,"7,276"
IPT,2000,0
IPT,2001,0
IPT,2002,"8,961"
IPT,2003,"25,373"
IPT,2004,"34,485"
IPT,2005,"30,775"
IPT,2006,"26,649"
IPT,2007,"25,329"
IPT,2008,"23,825"
IPT,2009,"19,827"
IPT,2010,"22,486"
IPT,2011,"24,462"
IPT,2012,"25,949"
IPT,2013,"23,299"
IPT,2014,"24,647"
IPT,2015,"21,886"
IPT,2016,"17,880"
FNL,1994,628
FNL,1995,"14,351"
FNL,1996,"17,070"
FNL,1997,"5,283"
FNL,1998,430
FNL,1999,638
FNL,2000,440
FNL,2001,439
FNL,2002,933
FNL,2003,"10,627"
FNL,2004,"31,907"
FNL,2005,"34,604"
FNL,2006,"32,831"
FNL,2007,"28,019"
FNL,2008,"31,071"
FNL,2009,"31,050"
FNL,2010,"35,662"
FNL,2011,"44,990"
FNL,2012,"34,800"
FNL,2013,"2,539"
FNL,2014,"2,064"
FNL,2015,"3,186"
FNL,2016,"3,978"
DEC,1991,"17,489"
DEC,1992,"39,667"
DEC,1993,"35,726"
DEC,1994,"31,971"
DEC,1995,"22,160"
DEC,1996,"19,371"
DEC,1997,"19,082"
DEC,1998,"17,673"
DEC,1999,"16,719"
DEC,2000,"13,826"
DEC,2001,"9,954"
DEC,2002,"9,137"
DEC,2003,"14,489"
DEC,2004,"13,233"
DEC,2005,"11,686"
DEC,2006,"14,624"
DEC,2007,"3,696"
DEC,2008,"1,024"
DEC,2009,645
DEC,2010,"2,355"
DEC,2011,"7,754"
DEC,2012,"7,683"
DEC,2013,"6,643"
DEC,2014,"6,701"
DEC,2015,"7,951"
DEC,2016,"7,584"
STC,1997,"9,821"
STC,1998,"20,240"
STC,1999,"24,956"
STC,2000,"22,505"
STC,2001,"21,764"
STC,2002,"21,596"
STC,2003,"19,993"
STC,2004,"21,421"
STC,2005,"24,546"
STC,2006,"25,091"
STC,2007,"25,584"
STC,2008,"20,037"
STC,2009,"14,187"
STC,2010,"1,137"
STC,2011,162
STC,2012,959
STC,2013,"15,787"
STC,2014,"30,909"
STC,2015,"19,171"
STC,2016,"14,255"
BFI,1990,"1,939"
BFI,1991,957
BFI,1992,767
BFI,1993,833
BFI,1994,"1,175"
BFI,1995,97
BFI,1996,190
BFI,1997,54
BFI,1998,139
BFI,1999,0
BFI,2000,329
BFI,2001,353
BFI,2002,"3,618"
BFI,2003,"16,028"
BFI,2004,"26,718"
BFI,2005,"22,049"
BFI,2006,"30,717"
BFI,2007,"33,235"
BFI,2008,"33,338"
BFI,2009,"32,334"
BFI,2010,"32,651"
BFI,2011,"31,640"
BFI,2012,"20,464"
BFI,2013,"12,856"
BFI,2014,"18,553"
BFI,2015,"15,981"
BFI,2016,"14,556"
BRD,1991,89
BRD,1992,96
BRD,1995,250
BRD,1996,152
BRD,1997,"10,037"
BRD,1998,"16,529"
BRD,1999,"19,116"
BRD,2000,"20,143"
BRD,2001,"18,759"
BRD,2002,"19,480"
BRD,2003,"17,811"
BRD,2004,"19,043"
BRD,2005,"20,527"
BRD,2006,"19,192"
BRD,2007,"18,569"
BRD,2008,"16,636"
BRD,2009,"15,471"
BRD,2010,"16,371"
BRD,2011,"17,570"
BRD,2012,"15,629"
BRD,2013,"15,479"
BRD,2014,"17,141"
BRD,2015,"18,200"
BRD,2016,"17,298"
INL,1991,76
INL,1997,"7,646"
INL,1998,"17,189"
INL,1999,"22,321"
INL,2000,"23,029"
INL,2001,"19,183"
INL,2002,"19,044"
INL,2003,"19,514"
INL,2004,"21,111"
INL,2005,"21,819"
INL,2006,"18,459"
INL,2007,"17,836"
INL,2008,"16,545"
INL,2009,"15,837"
INL,2010,"14,045"
INL,2011,"15,157"
INL,2012,"15,217"
INL,2013,"15,739"
INL,2014,"16,295"
INL,2015,"14,699"
INL,2016,"12,919"
MOD,1990,"13,847"
MOD,1991,"16,955"
MOD,1992,"20,673"
MOD,1993,"11,692"
MOD,1994,346
MOD,1996,0
MOD,2002,"3,595"
MOD,2003,"14,590"
MOD,2004,"18,979"
MOD,2005,"17,721"
MOD,2006,"35,395"
MOD,2007,"48,446"
MOD,2008,"36,502"
MOD,2009,"24,954"
MOD,2010,"23,468"
MOD,2011,"18,680"
MOD,2012,"14,725"
MOD,2013,"11,237"
MOD,2014,"4,317"
MOD,2015,0
MOD,2016,29
TIQ,1990,575
TIQ,1991,607
TIQ,1992,81
TIQ,1995,0
TIQ,1996,306
TIQ,1998,153
TIQ,2002,248
TIQ,2003,"1,410"
TIQ,2004,"34,854"
TIQ,2005,"24,778"
TIQ,2006,"30,444"
TIQ,2007,"22,121"
TIQ,2008,"24,806"
TIQ,2009,"20,291"
TIQ,2010,"19,520"
TIQ,2011,"16,706"
TIQ,2012,"10,203"
TIQ,2013,"4,959"
TIQ,2014,"37,198"
TIQ,2015,"46,977"
TIQ,2016,"35,503"
PQI,1992,"14,766"
PQI,1993,"18,505"
PQI,1994,"18,468"
PQI,1995,"21,818"
PQI,1996,"23,140"
PQI,1997,"10,310"
PQI,2000,32
PQI,2002,"3,723"
PQI,2003,"13,169"
PQI,2004,"16,330"
PQI,2005,"16,067"
PQI,2006,"16,269"
PQI,2007,"15,589"
PQI,2008,"13,224"
PQI,2009,"13,300"
PQI,2010,"14,957"
PQI,2011,"14,246"
PQI,2012,"12,162"
PQI,2013,"11,426"
PQI,2014,"12,131"
PQI,2015,"12,895"
PQI,2016,"11,350"
APF,1994,"10,968"
APF,1995,"42,750"
APF,1996,"28,735"
APF,1997,"12,613"
APF,1998,"35,873"
APF,1999,"34,756"
APF,2000,"36,171"
APF,2001,"10,536"
APF,2002,"3,473"
APF,2003,"3,502"
APF,2004,"8,296"
APF,2005,"31,657"
APF,2006,"24,197"
APF,2007,"13,367"
APF,2008,"2,003"
APF,2009,1
APF,2010,3
APF,2011,18
APF,2012,16
APF,2013,11
APF,2014,34
APF,2015,37
APF,2016,"1,042"
CIU,1998,"3,002"
CIU,1999,"14,771"
CIU,2000,"15,516"
CIU,2001,"15,602"
CIU,2002,"14,318"
CIU,2003,"13,184"
CIU,2004,"13,245"
CIU,2005,"15,434"
CIU,2006,"13,499"
CIU,2007,"13,732"
CIU,2008,"13,188"
CIU,2009,"13,110"
CIU,2010,"14,308"
CIU,2011,"18,672"
CIU,2012,"19,780"
CIU,2013,"21,812"
CIU,2014,"21,346"
CIU,2015,"22,662"
CIU,2016,"19,240"
CIC,1990,"11,049"
CIC,1991,"13,010"
CIC,1992,"13,905"
CIC,1993,"5,808"
CIC,2001,210
CIC,2002,"4,940"
CIC,2003,"16,203"
CIC,2004,"17,527"
CIC,2005,"17,795"
CIC,2006,"22,914"
CIC,2007,"26,140"
CIC,2008,"24,796"
CIC,2009,"23,232"
CIC,2010,"23,270"
CIC,2011,"20,877"
CIC,2012,"19,267"
CIC,2013,"16,801"
CIC,2014,"17,141"
CIC,2015,0
CIC,2016,0
RKS,1995,"4,480"
RKS,1996,"8,865"
RKS,1997,"4,198"
RKS,2000,33
RKS,2002,"2,065"
RKS,2003,"9,058"
RKS,2004,"12,066"
RKS,2005,"14,665"
RKS,2006,"18,428"
RKS,2007,"22,675"
RKS,2008,"25,493"
RKS,2009,"19,372"
RKS,2010,"20,946"
RKS,2011,"26,166"
RKS,2012,"28,256"
RKS,2013,"24,217"
RKS,2014,"20,239"
RKS,2015,"17,637"
RKS,2016,"14,474"
YAK,1990,"8,854"
YAK,1991,"9,024"
YAK,1992,"9,510"
YAK,1993,"8,941"
YAK,1994,"10,323"
YAK,1995,"11,847"
YAK,1996,"11,995"
YAK,1997,"12,223"
YAK,1998,"11,447"
YAK,1999,"11,420"
YAK,2000,"12,010"
YAK,2001,"11,445"
YAK,2002,"11,680"
YAK,2003,"11,338"
YAK,2004,"12,362"
YAK,2005,"11,980"
YAK,2006,"11,586"
YAK,2007,"11,443"
YAK,2008,"11,028"
YAK,2009,"9,672"
YAK,2010,"10,035"
YAK,2011,"10,517"
YAK,2012,"10,100"
YAK,2013,"10,132"
YAK,2014,"10,619"
YAK,2015,"10,230"
YAK,2016,"10,422"
BLV,1997,95
BLV,1998,108
BLV,1999,0
BLV,2000,"14,267"
BLV,2001,"24,479"
BLV,2002,74
BLV,2003,"2,243"
BLV,2004,"4,383"
BLV,2005,"27,818"
BLV,2006,"25,663"
BLV,2007,"27,923"
BLV,2008,"25,579"
BLV,2009,"1,661"
BLV,2010,246
BLV,2011,0
BLV,2012,"1,961"
BLV,2013,"12,895"
BLV,2014,"16,028"
BLV,2015,"32,265"
BLV,2016,"72,994"
WRG,1990,"8,439"
WRG,1991,"8,230"
WRG,1992,"10,645"
WRG,1993,"9,497"
WRG,1994,"10,017"
WRG,1995,"10,835"
WRG,1996,"10,206"
WRG,1997,"11,038"
WRG,1998,"9,403"
WRG,1999,"9,885"
WRG,2000,"9,633"
WRG,2001,"9,984"
WRG,2002,"9,204"
WRG,2003,"9,252"
WRG,2004,"10,054"
WRG,2005,"10,694"
WRG,2006,"10,540"
WRG,2007,"11,368"
WRG,2008,"10,601"
WRG,2009,"10,686"
WRG,2010,"10,777"
WRG,2011,"11,674"
WRG,2012,"11,434"
WRG,2013,"11,807"
WRG,2014,"11,828"
WRG,2015,"12,588"
WRG,2016,"11,634"
PVU,2002,157
PVU,2003,854
PVU,2004,727
PVU,2005,946
PVU,2006,822
PVU,2007,533
PVU,2008,625
PVU,2009,"1,503"
PVU,2010,"1,069"
PVU,2011,"14,841"
PVU,2012,"29,693"
PVU,2013,"29,885"
PVU,2014,"61,955"
PVU,2015,"65,300"
PVU,2016,"71,201"
DQR,2002,"3,360"
DQR,2003,"17,559"
DQR,2004,"27,574"
DQR,2005,"25,945"
DQR,2006,"21,731"
DQR,2007,"23,667"
DQR,2008,"18,757"
DQR,2009,"40,115"
DQR,2010,"46,540"
DQR,2011,"48,121"
DQR,2012,"5,010"
LEB,1992,"20,108"
LEB,1993,"25,054"
LEB,1994,"27,482"
LEB,1995,"35,298"
LEB,1996,"29,611"
LEB,1997,"12,926"
LEB,1999,115
LEB,2002,"2,150"
LEB,2003,"5,855"
LEB,2004,"7,476"
LEB,2005,"8,964"
LEB,2006,"9,590"
LEB,2007,"9,411"
LEB,2008,"8,141"
LEB,2009,"6,006"
LEB,2010,"7,700"
LEB,2011,"9,045"
LEB,2012,"10,119"
LEB,2013,"10,207"
LEB,2014,"10,504"
LEB,2015,"10,111"
LEB,2016,"9,323"
1G4,2008,42
1G4,2010,"14,142"
1G4,2011,"16,935"
1G4,2012,"67,655"
1G4,2013,"59,843"
1G4,2014,"43,707"
1G4,2015,"42,104"
1G4,2016,"30,542"
ANI,1990,"2,410"
ANI,1991,661
ANI,1992,969
ANI,1993,"1,391"
ANI,1994,849
ANI,1995,616
ANI,1996,253
ANI,2000,3
ANI,2001,0
ANI,2002,"16,897"
ANI,2003,"18,086"
ANI,2004,"20,660"
ANI,2005,"23,210"
ANI,2006,"26,041"
ANI,2007,"23,803"
ANI,2008,"18,304"
ANI,2009,"16,254"
ANI,2010,"16,394"
ANI,2011,"16,522"
ANI,2012,"15,220"
ANI,2013,"14,334"
ANI,2014,"12,953"
ANI,2015,"13,771"
ANI,2016,"12,590"
SIG,1995,0
SIG,1996,0
SIG,1998,0
SIG,2002,"1,204"
SIG,2003,"5,184"
SIG,2004,"17,057"
SIG,2005,"14,463"
SIG,2006,"10,358"
SIG,2007,"13,844"
SIG,2008,"13,446"
SIG,2009,"23,083"
SIG,2010,"38,213"
SIG,2011,"20,353"
SIG,2012,"18,861"
SIG,2013,"13,123"
SIG,2014,"25,242"
SIG,2015,"26,203"
SIG,2016,"21,732"
DIK,2002,744
DIK,2003,"3,710"
DIK,2004,"5,056"
DIK,2005,"4,840"
DIK,2006,"5,389"
DIK,2007,"7,573"
DIK,2008,"8,834"
DIK,2009,"8,918"
DIK,2010,"10,347"
DIK,2011,"18,994"
DIK,2012,"23,729"
DIK,2013,"34,938"
DIK,2014,"58,954"
DIK,2015,"41,895"
DIK,2016,"15,154"
CYS,1990,0
CYS,1991,176
CYS,1992,879
CYS,1993,972
CYS,1994,801
CYS,1995,"12,352"
CYS,1996,"18,635"
CYS,1997,"8,360"
CYS,1998,"7,238"
CYS,1999,585
CYS,2000,831
CYS,2001,652
CYS,2002,"5,080"
CYS,2003,"14,844"
CYS,2004,"16,363"
CYS,2005,"15,130"
CYS,2006,"15,459"
CYS,2007,"18,059"
CYS,2008,"16,588"
CYS,2009,"12,315"
CYS,2010,"18,658"
CYS,2011,"24,803"
CYS,2012,"14,908"
CYS,2013,"12,272"
CYS,2014,"5,787"
CYS,2015,"3,632"
CYS,2016,"2,428"
PIR,1992,91
PIR,1997,"6,670"
PIR,1998,"11,851"
PIR,1999,"10,873"
PIR,2000,"10,038"
PIR,2001,"9,484"
PIR,2002,"11,180"
PIR,2003,"15,613"
PIR,2004,"15,331"
PIR,2005,"15,692"
PIR,2006,"16,686"
PIR,2007,"15,980"
PIR,2008,"15,567"
PIR,2009,"13,673"
PIR,2010,"14,676"
PIR,2011,"14,799"
PIR,2012,"11,629"
PIR,2013,"14,252"
PIR,2014,"9,157"
PIR,2015,"6,543"
PIR,2016,"5,336"
MWA,1991,"11,630"
MWA,1992,"13,671"
MWA,1993,"12,811"
MWA,1994,"14,402"
MWA,1995,"12,650"
MWA,1996,"10,066"
MWA,1997,"11,535"
MWA,1998,"10,559"
MWA,1999,"9,671"
MWA,2000,"3,347"
MWA,2002,"3,068"
MWA,2003,"11,172"
MWA,2004,"11,039"
MWA,2005,"12,327"
MWA,2006,"12,127"
MWA,2007,"6,319"
MWA,2008,"3,365"
MWA,2009,"3,320"
MWA,2010,"7,967"
MWA,2011,"10,471"
MWA,2012,"11,241"
MWA,2013,"10,968"
MWA,2014,"10,824"
MWA,2015,"10,416"
MWA,2016,"8,830"
VCT,1995,"18,597"
VCT,1996,"18,915"
VCT,1997,"21,606"
VCT,1998,"23,218"
VCT,1999,"19,977"
VCT,2000,"18,669"
VCT,2001,"15,624"
VCT,2002,"13,757"
VCT,2003,"11,853"
VCT,2004,"10,761"
VCT,2005,"10,916"
VCT,2006,"9,028"
VCT,2007,"9,379"
VCT,2008,"8,364"
VCT,2009,"5,625"
VCT,2010,"5,038"
VCT,2011,"5,198"
VCT,2012,"4,597"
VCT,2013,"3,222"
VCT,2014,"2,224"
VCT,2015,"3,584"
VCT,2016,"2,433"
VDZ,1990,"6,902"
VDZ,1991,"2,842"
VDZ,2002,"18,599"
VDZ,2003,"16,303"
VDZ,2004,"17,339"
VDZ,2005,"15,521"
VDZ,2006,"15,317"
VDZ,2007,"16,225"
VDZ,2008,"14,962"
VDZ,2009,"14,363"
VDZ,2010,"15,739"
VDZ,2011,"16,444"
VDZ,2012,"16,087"
VDZ,2013,"13,318"
VDZ,2014,"14,658"
VDZ,2015,"14,153"
VDZ,2016,"11,891"
JQF,2006,117
JQF,2007,"2,255"
JQF,2008,"5,823"
JQF,2009,"7,171"
JQF,2010,"9,414"
JQF,2011,"10,880"
JQF,2012,"10,641"
JQF,2013,"11,260"
JQF,2014,"23,610"
JQF,2015,"73,612"
JQF,2016,"80,324"
